ID,Area,Feature,Persona,I want,So that,Expected behavior (acceptance criteria),Key files,Existing tests,Impl status (code-judged),Test result (Phase 2),Issue/Notes (Phase 2-3)
F160,Run Control & Lifecycle,A failed run surfaces an error in the assistant bubble,the owner,a run that fails (provider/worker error) to show the error message on the assistant turn,I never see a silent blank or hung bubble when something goes wrong,"When the Worker emits an explicit error (WorkerStdout::Error), the run loop records worker_error and, after the loop, calls db::error_run_with_message with TerminalReason::Errored, code 'worker_error', and the message (worker/run.rs:131-133, 221-230). On a WON guarded fail() (lifecycle.rs:182) it flips runs.status to errored with error_code/error_message, flips streaming Messages to incomplete, and appends an 'error' run_log row carrying {code,message}. ONLY on the win does the loop broadcast RunEvent::Error{message} (run/run.rs:244-249) — if cancellation already committed, fail() loses and no error event is sent. The web store handles 'error' by setting message.status 'incomplete', attaching event.message as message.error, settling running tool segments as 'error', and clearing activeRunId (chat.ts:675-684). ChatColumn renders message.error in the assistant-error bubble (ChatColumn.tsx:493). Edge: a worker that exits with no done and no error (stdout EOF) takes db::error_run with terminal_reason='worker_disconnected' and message 'worker exited without emitting done event' (db/mod.rs:1546), but publishes NO terminal event (run.rs:253 — (None,false) arm); late subscribers synthesize done via the forwarder.",crates/core/src/worker/run.rs:131 | crates/core/src/worker/run.rs:221 | crates/core/src/worker/run.rs:244 | crates/core/src/db/mod.rs:1563 | crates/core/src/db/lifecycle.rs:182 | apps/web/src/store/chat.ts:675 | apps/web/src/components/ChatColumn.tsx:493,tests/e2e/src/run-error.spec.ts (faux fauxError -> assistant-error bubble visible and contains 'the provider is unavailable'),implemented,pass,
F161,Run Control & Lifecycle,Each terminal run records a typed terminal reason,the owner,"each ended run to record why it ended (completed, cancelled, errored, worker-disconnected, core-restarted)",the durable record is trustworthy and distinguishes a clean finish from each failure mode,"TerminalReason (lifecycle.rs:30) is the single owner of the runs.terminal_reason wire string via as_str() (lifecycle.rs:45): Completed='completed', Cancelled='cancelled', WorkerDisconnected='worker_disconnected', CoreRestarted='core_restarted', Errored='errored'. The transition verbs stamp it: complete() -> Completed (lifecycle.rs:110); fail() -> caller-supplied (Errored for worker error, WorkerDisconnected for EOF — db/mod.rs:1550/1573); cancel()/cancel_running() -> Cancelled (lifecycle.rs:253/279). CoreRestarted is set NOT through the typed seam but by the boot recovery sweep's bulk raw-SQL UPDATE (db/mod.rs:1585 recover_interrupted_runs, terminal_reason='core_restarted') which force-errors every still-'running' Run on Core start (no live Worker survives a restart) while PRESERVING 'parked' Runs. The variant is retained (#[allow(dead_code)]) so the enum is a complete catalog of the runs.terminal_reason CHECK values (lifecycle.rs:37-41). Edge: the enum->string mapping is pinned by a test so a rename that would violate the CHECK fails the test, not a runtime migration.",crates/core/src/db/lifecycle.rs:30 | crates/core/src/db/lifecycle.rs:45 | crates/core/src/db/mod.rs:1546 | crates/core/src/db/mod.rs:1585,unit test lifecycle.rs terminal_reason_as_str_matches_check_vocabulary pins all five strings; db/mod.rs error_run test,implemented,pass,
F162,Run Control & Lifecycle,Run status changes only through guarded transition verbs with cancel-wins semantics,the owner,concurrent lifecycle events (a cancel racing a completion) to resolve to exactly one materialized status,a run never ends up in two terminal states or double-resumed,"runs.status is a materialized authoritative column mutated ONLY through typed transition verbs whose `WHERE status=<from>` clause is both legality check and race choke, each returning Moved::{Won,Lost} (ADR-0028; lifecycle.rs:14-27). Legal transitions: running->{completed (complete, lifecycle.rs:110), errored (fail, :182), parked (park, :214), cancelled (cancel_running, :268)}; parked->{running (resume, :235, writes NO run_log row), cancelled (cancel, :242)}. The CANCEL-WINS rule: run/cancel returns 'accepted' only after the running->cancelled or parked->cancelled guard WINS; if a terminal Worker transition wins first the cancel returns already_terminal, and conversely if cancel wins first the Worker loop's terminal tx loses its guard and publishes nothing (worker/run.rs:243 `Ok(moved) if moved.won()`). When cancellation wins after partial output, the same transition marks streaming Messages incomplete, preserving text without treating it as a clean answer (ADR-0028 Consequences). Edge: RunStatus is the exact live-state set — the dead 'pending' value was removed from the enum, CHECK, recovery sweep, and partial index.",crates/core/src/db/lifecycle.rs:14 | crates/core/src/db/lifecycle.rs:110 | crates/core/src/db/lifecycle.rs:268 | crates/core/src/worker/run.rs:243 | docs/adr/0028-run-status-materialized-transitions.md:22,unit tests across cancel.rs (won/lost races) and lifecycle.rs run_status_round_trips_and_classifies; tests/e2e/src/run-cancel.spec.ts asserts no 'done' after a won cancel,implemented,pass,
F163,Run Control & Lifecycle,Reconnect to a live run via snapshot-then-tail,the owner,"to re-subscribe to a run and immediately see its accumulated text, then continue receiving live updates",a page refresh or returning to a thread mid-stream recovers the live reply,"run/subscribe (runs/subscribe.rs:23) is snapshot-then-tail (ADR-0022). With a live hub: it takes the per-run gate, reads db::select_run_snapshot (cumulative assistant text + status), subscribes a broadcast receiver, releases the gate (subscribe.rs:36-49) — this lock->snapshot->attach is mutually exclusive with the Worker's lock->persist->publish->unlock so every delta is delivered exactly once. It sends the SubscribeResult {run_id,status='running'}, then the snapshot as a text_delta, then (for Running/Parked status) spawns a tail forwarder (subscribe.rs:57-66, spawn_tail_forwarder:169). The forwarder relays each live RunEvent as a run/event notification; the client's FIRST text_delta after subscribe SETs the bubble (cumulative snapshot) and subsequent deltas APPEND (snapshotArmed bit, chat.ts:638-656). Edge: on RecvError::Lagged (broadcast buffer overflow, HUB_BUFFER=256, hub.rs:21) the forwarder re-reads the persisted snapshot and re-emits it as a cumulative text_delta then resumes — lag degrades to 're-read the truth', never lost text, logged WARN with run_id (subscribe.rs:223-239). On connection drop (out_tx.closed) the forwarder breaks WITHOUT synthesizing done — the Run keeps running under the Worker (subscribe.rs:181, ADR-0012).",crates/core/src/runs/subscribe.rs:34 | crates/core/src/runs/subscribe.rs:169 | crates/core/src/runs/subscribe.rs:223 | crates/core/src/hub.rs:21 | apps/web/src/store/chat.ts:638,"tests/e2e/src/background-stream.spec.ts (a backgrounded run keeps streaming and reopening shows the full echo); unit tests subscribe.rs forwarder_lagged_logs_warn_with_top_level_run_id, tail_forwarder_synthesizes_cancelled_on_close_for_a_late_subscriber",implemented,pass,
F164,Run Control & Lifecycle,Reconnect to an already-ended or parked run emits the right closing event,the owner,re-subscribing to a run that has already finished or parked to immediately show its final state without hanging or a false 'done',a late reconnect always finalizes the bubble correctly,"run/subscribe handles late reconnects on two paths. Live-hub-but-terminal (Worker won a terminal transition but hasn't dropped its hub clone, e.g. a cancel while parked in a long tool dispatch): the status read under the gate is already terminal, so the handler emits the snapshot then the matching terminal event and closes WITHOUT attaching — Cancelled->RunEvent::Cancelled, Completed/Errored->RunEvent::Done (subscribe.rs:59-67) — because attaching a receiver positioned after the published event would block on recv() forever. No-hub path (terminal/parked/unknown): it reads db::run_status, sends SubscribeResult with persisted status (or '' for unknown), the snapshot text, then (subscribe.rs:100-108) Parked->emit_pending (push proposal/pending, NO synthesized done — ADR-0025 no-false-done), Cancelled->RunEvent::Cancelled, else (completed/running/errored/unknown)->RunEvent::Done. The forwarder also guarantees a terminal: on channel Closed if it never forwarded a terminal it synthesizes one keyed off persisted status (Parked->proposal/pending, Cancelled->cancelled, else done — subscribe.rs:208-219). Edge: an unknown run id reports status '' and emits a synthesized done (subscribe.rs:83,107), staying defensible.",crates/core/src/runs/subscribe.rs:57 | crates/core/src/runs/subscribe.rs:72 | crates/core/src/runs/subscribe.rs:100 | crates/core/src/runs/subscribe.rs:116 | crates/core/src/runs/subscribe.rs:197,"tests/e2e/src/reconnect-parked.spec.ts (reload drops socket, parked Run rehydrates the SAME pending card with no false done, then accept resumes parked->running->completed); unit tests subscribe.rs live_hub_with_terminal_status_emits_cancelled_without_tailing, tail_forwarder_synthesizes_cancelled_on_close_for_a_late_subscriber",implemented,pass,
F165,Run Control & Lifecycle,Cancelling a running run promptly stops the live worker,the owner,"cancelling a run to actually halt the underlying worker process, not just flip a status",a stopped run stops consuming the provider and producing output,"run_hub.cancel() flips an in-memory watch channel (hub.rs:35,53 cancel_tx.send_replace(true)). The worker run loop observes this watch (cancel_rx) at multiple checkpoints under the gate: before publishing a tool_call started event (worker/run.rs:165-170), after a tool dispatch returns (run.rs:182-188), and before sending the tool result (run.rs:206-210). On observing cancellation it drops the gate, calls worker.shutdown() (sends EOF so stdout closes), sets cancelled_by_core=true, and breaks. The post-loop terminal block is SKIPPED when cancelled_by_core (run.rs:219 `if !parked && !cancelled_by_core`), so the loop commits NO terminal tx and publishes NO event — run/cancel owns the terminal Cancelled. The hub is removed afterward (run.rs:263). The Worker child is kill_on_drop so no orphan outlives the Run (run.rs:261-262). Edge: the spawn path also checks is_cancelled at each pre-spawn stage (worker/mod.rs:64,72,82) — a cancel landing before the child spawns drops the worker and removes the hub without ever starting the process; the resume spawn path mirrors these checks (worker/mod.rs:161).",crates/core/src/hub.rs:35 | crates/core/src/worker/run.rs:165 | crates/core/src/worker/run.rs:219 | crates/core/src/worker/mod.rs:64 | crates/core/src/worker/mod.rs:161,"tests/e2e/src/run-cancel-ui.spec.ts (the gated tail never arrives after Stop, proving the worker stopped); no direct unit test of the worker checkpoints found",implemented,pass,
F166,Run Control & Lifecycle,Run lifecycle milestones are recorded durably,the owner,"each run's lifecycle milestones (running, parked, done, error, cancelled, proposal decisions) durably recorded",a run's history is trustworthy across process restarts and surfaces in a recent-runs feed,"Every status-changing transition verb appends its matching run_log row in the SAME transaction as the status flip (ADR-0028 point e): complete->Done (lifecycle.rs:148), fail->Error with {code,message} payload (:210), park->Parked with {awaiting_tool_call_id} (:231), cancel/cancel_running->Cancelled with {target:'run'} (:264/:290), proposal cancel->Cancelled with {target:'proposal',proposal_id} (:394), accept/reject->ProposalDecided (:333/:363). The lone exception is resume (parked->running) which writes NO run_log row (:235) — so a resumed-still-working run's latest milestone reads as proposal_decided, deliberately not re-deriving runs.status (ADR-0028 run-get-history amendment). All appends funnel through run_log::append which owns sequence allocation + insert. The live kind set is exactly seven: running, parked, done, error, cancelled, proposal_pending, proposal_decided. Edge: completion also indexes the finished assistant text into the tier-3 FTS projection best-effort — a failure logs db.fts_index_failed but does NOT roll back the authoritative completion (lifecycle.rs:143-147).",crates/core/src/db/lifecycle.rs:148 | crates/core/src/db/lifecycle.rs:210 | crates/core/src/db/lifecycle.rs:235 | crates/core/src/db/lifecycle.rs:264 | crates/core/src/db/run_log.rs,"tests/e2e/src/run-lifecycle-record.spec.ts (park->decide->resume settles one clean bubble, proposal flips pending->accepted in place, no stray pending card); unit tests db/mod.rs cancel_parked_run_records_run_and_proposal_cancel_events",implemented,pass,
F167,Run Control & Lifecycle,ws-connection-drop-and-reconnect,the owner,,,"CRITIC-FOUND GAP (no story written yet): run-control's 'reconnect-live-run'/'reconnect-terminal-or-parked' are about reattaching to a Run via snapshot-then-tail; they do not cover the transport-level WebSocket lifecycle the user can trigger by losing/regaining connectivity. The ui-sdk supervises one socket: on a post-open drop it fails all in-flight requests with reason 'connection_lost', then bounded-exponential-retries the connection up to 5 times (50ms base), while a first-open failure stays a fatal defect (no retry). Sends issued during the reconnect window block on the writer latch until the fresh connection opens. This is observable behavior (requests rejected then the app silently recovers) with no story.","/Users/lyuhongy/dev/inkstone/packages/ui-sdk/src/index.ts (lines ~256-312: failPending, hasOpened/firstOpen, supervised retry schedule), docs/design/ui-sdk.md",none found,unclear,verify,
F168,Run History & Activity,See a recency-grouped feed of recent runs in the right rail,the owner,"a calm list of my agent's recent runs in the chat surface's right rail, grouped by how recently each happened",I can glance at what the agent has been doing without leaving the chat,"The `RunFeed` component (apps/web/src/components/RunFeed.tsx) is mounted as the `rightRail` of the pathless `_chat` layout (routes/_chat.tsx:28-35) with `railLabel=""recent runs""`; it renders an `<aside aria-label=""Recent runs"">` with a 'Runs' header. It reads `useRunHistory()` and groups the returned items into recency buckets via `runHistoryBucket(run.at)` (lib/runHistory.ts:53-60): Today (>= start of local calendar day), Yesterday (>= start of yesterday), 'Earlier this week' (within 6 days), else 'Older'. Buckets render in the fixed `RUN_HISTORY_BUCKET_ORDER` (Today, Yesterday, Earlier this week, Older), and only non-empty buckets are shown (RunFeed.tsx:38-43). Each section has a sticky `<h2>` header. Edge: an empty `runs` array yields zero groups and falls through to the empty state. RunFeed.test.tsx confirms grouping places rows under the correct section header and Today precedes Older in DOM order.",apps/web/src/components/RunFeed.tsx:22-82 | apps/web/src/lib/runHistory.ts:53-68 | apps/web/src/routes/_chat.tsx:28-36 | apps/web/src/components/RunFeed.test.tsx:89-150,RunFeed.test.tsx 'renders live history grouped by recency with per-kind labels'; run-history-feed.spec.ts DOM angle,implemented,pass,
F169,Run History & Activity,Runs are ordered newest-first by latest milestone time,the owner,the most recently active runs at the top of the feed,the freshest activity is what I see first,"Core's `list_run_history` query (crates/core/src/db/queries.rs:1969-1988) orders rows `ORDER BY rl.created_at DESC, rl.run_id DESC` where `created_at` is the latest milestone's timestamp, capped by `LIMIT ?`. The `run/get_history` handler maps rows to `RunHistoryItem { run_id, thread_id, title, kind, at }` preserving that order (run_history.rs:50-61). Within a bucket the feed renders items in the order returned (no re-sort in RunFeed). Edge: when two runs share an identical `created_at` ms value, the `rl.run_id DESC` tie-break makes ordering deterministic (the lexically-greater run_id sorts first) — covered by the `list_run_history_breaks_created_at_ties_by_run_id` DB test. The e2e wire test asserts run B (created+completed second) precedes run A and `runs[0].at >= runs[1].at`.",crates/core/src/db/queries.rs:1969-1988 | crates/core/src/runs/run_history.rs:50-61 | crates/core/src/db/mod.rs:3027-3043 | tests/e2e/src/run-history-feed.spec.ts:123-135,run-history-feed.spec.ts wire angle; db/mod.rs list_run_history_orders_by_recency_with_verbatim_kind and list_run_history_breaks_created_at_ties_by_run_id,implemented,pass,
F170,Run History & Activity,"Each run shows its latest lifecycle milestone, returned verbatim",the owner,"each row to reflect the run's most recent lifecycle moment (running, waiting, done, failed, cancelled)",I can tell at a glance what state each run reached,"Core selects, per run, the maximum-`run_seq` Run Log row via the correlated subquery `WHERE rl.run_seq = (SELECT MAX(run_seq) FROM run_log WHERE run_id = rl.run_id)` and returns its `kind` UNMAPPED (queries.rs:1969-1988, run_log.rs:14-37). The seven possible kinds are running, parked, done, error, cancelled, proposal_pending, proposal_decided. Core deliberately does NOT fold these into the five `runs.status` values (protocol.rs:295-309, ADR-0028 as-built amendment). A run always has at least its creation `running` row at seq 0, so the inner join never drops a run. Edge/important: because `resume` (parked→running) writes no Run Log row, a resumed-still-working run's latest milestone is `proposal_decided`, not `running` — verified by `list_run_history_orders_by_recency_with_verbatim_kind` ('middle resumed' surfaces `proposal_decided'). The reader is read-only; it reads the Run Log, it does not mutate or project `runs.status`.",crates/core/src/db/queries.rs:1956-1988 | crates/core/src/db/run_log.rs:14-54 | crates/core/src/protocol.rs:295-317 | crates/core/src/db/mod.rs:2957-3022,db/mod.rs list_run_history_orders_by_recency_with_verbatim_kind; run-history-feed.spec.ts asserts kind 'done' verbatim and parked→'Waiting',implemented,pass,
F171,Run History & Activity,"Milestone kinds map to human labels, icons, and tone in the client",the owner,"each run's status shown with a clear word, an icon, and a restrained color",I can read state without relying on color alone,"The Web client owns kind→presentation in `RUN_HISTORY_VIEWS` (lib/runHistory.ts:27-40): running→'Running'/LoaderCircle/active, proposal_decided→'Running, resumed'/LoaderCircle/active, proposal_pending→'Waiting'/Clock/active, parked→'Waiting'/Clock/active, done→'Done'/Check/neutral, cancelled→'Cancelled'/Ban/neutral, error→'Failed'/TriangleAlert/alert. Tone maps to a text color class via `RUN_HISTORY_TONE_CLASS` (active→text-primary magenta, neutral→text-muted-foreground, alert→text-destructive; runHistory.ts:44-48). Each `RunRow` renders the icon (tinted by tone) plus a second line `{view.label} · {formatRunTime(run.at)}` (RunFeed.tsx:84-112). Both icon and word carry the kind (icon is never the only signal). Edge: proposal_pending and parked both read 'Waiting'. Edge: if a `kind` outside the seven arrives, `RUN_HISTORY_VIEWS[run.kind]` is undefined and `view.icon`/`view.label` would throw — there is no fallback view (unlike ToolActivity's humanize fallback).",apps/web/src/lib/runHistory.ts:27-48 | apps/web/src/components/RunFeed.tsx:84-112,"RunFeed.test.tsx asserts Done/Running, resumed/Failed/Waiting labels render",implemented,pass,
F172,Run History & Activity,Each run row is labeled by its owning thread's title,the owner,each run identified by the conversation it belongs to,I can recognize which chat produced it,"Core's query joins `runs.thread_id → threads.title` (queries.rs:1977-1981) and returns `title` as a one-join human label; per ADR-0028 it deliberately does NOT walk user_message_id→messages→message_parts to the run prompt, and the old derived 'changes' count from UI mocks is dropped. `RunRow` renders `run.title` as the truncating primary line (RunFeed.tsx:101-104). The e2e wire test confirms titles 'second run beta' / 'first run alpha' come through. Edge: titles are truncated (`truncate`) so long titles don't break layout; `thread_id` is also returned and is distinct per run (asserted in run-history-feed.spec.ts:135).",crates/core/src/db/queries.rs:1976-1988 | crates/core/src/protocol.rs:295-309 | apps/web/src/components/RunFeed.tsx:101-108,run-history-feed.spec.ts asserts titles; RunFeed.test.tsx renders title text,implemented,pass,
F173,Run History & Activity,Each run row shows a relative time/date stamp,the owner,a compact timestamp on each run,I know roughly when it happened,"`formatRunTime(at)` (lib/runHistory.ts:72-82) shows a clock time (`hour: numeric, minute: 2-digit` via toLocaleTimeString) for runs from today (at >= start of local today) and a compact month/day (toLocaleDateString) for older runs. Rendered on the row's second line after the label: `{view.label} · {formatRunTime(run.at)}` (RunFeed.tsx:105-107). The `at` value is the latest milestone's ms-epoch `created_at` (protocol.rs RunHistoryItem.at). Both `runHistoryBucket` and `formatRunTime` default `now` to `Date.now()`, so boundaries are computed against the current local calendar day.",apps/web/src/lib/runHistory.ts:72-82 | apps/web/src/components/RunFeed.tsx:105-107,RunFeed.test.tsx pins Date.now() and asserts '/Done ·/' style labels (time stamp adjacent),implemented,pass,
F174,Run History & Activity,Click a run row to open its thread,the owner,clicking a run to take me to its conversation,I can jump straight into the chat that produced that run,"Each `RunRow` is a `<button>`; `onClick` calls `onOpen()` → `onOpenThread(run.thread_id)` (RunFeed.tsx:68-93). The `_chat` layout wires `onOpenThread` to navigate to `/thread/$threadId` with `params: { threadId }` (routes/_chat.tsx:29-33). RunFeed.test.tsx confirms clicking the row calls `onOpenThread` with the correct `thread_id` ('thread-42'). The button is reachable by accessible name (the title) — the test finds it via `getByRole('button', { name: /Clickable/ })`.",apps/web/src/components/RunFeed.tsx:68-93 | apps/web/src/routes/_chat.tsx:23-33,RunFeed.test.tsx 'opens a run's thread when its row is clicked',implemented,pass,
F175,Run History & Activity,"Feed shows distinct loading, empty, and error states",the owner,"clear feedback when the feed is loading, has no runs, or fails to load",I understand the surface's state instead of staring at a blank or spinner,"`RunFeed` branches on the TanStack Query state from `useRunHistory()` (RunFeed.tsx:27,55-78): `isPending`→`<FeedSkeleton>` (4 animated placeholder rows, `data-testid=""run-feed-skeleton""`, not a spinner); `isError`→`<FeedError>` ('Couldn't load run history.' with a 'Try again' button calling `refetch()`); empty groups→`<FeedEmpty>` ('No runs yet' / 'Runs appear here as you chat.'); otherwise the grouped list. Crucially `useRunHistory` (lib/hooks/useRunHistory.ts) does NOT swallow a Core-unreachable read to an empty list — it surfaces as `isError` so the error state (not the empty state) is shown. Edge: the retry button re-runs the query; RunFeed.test.tsx confirms a failed first read shows the error, and after clicking 'Try again' a successful second read renders the recovered run and clears the error.",apps/web/src/components/RunFeed.tsx:54-160 | apps/web/src/lib/hooks/useRunHistory.ts:12-25,"RunFeed.test.tsx 'shows a teaching empty state', 'shows a skeleton loading state', 'shows an error state with a working retry'",implemented,pass,
F176,Run History & Activity,Run history is bounded by a default and hard-capped limit,the owner,the feed to return a sensible number of recent runs and never trigger a huge read,the feed stays fast and the log doesn't need paging,"`run/get_history` accepts optional `limit` (RunGetHistoryParams, protocol.rs:287-293; TS schema RunGetHistoryParams in packages/protocol). The handler (run_history.rs:32-44): omitted/null params → defaults; a non-positive or absent limit → `RUN_HISTORY_DEFAULT_LIMIT` (50); a positive limit is clamped via `.min(RUN_HISTORY_MAX_LIMIT)` (200). There is no keyset/cursor paging (single-user log, ADR-0007). The web hook calls `client.getRunHistory()` with no limit, so the default 50 applies (useRunHistory.ts:21). Edge: a present-but-malformed `limit` (e.g. a string) is a real `invalid_params` error (HandlerError::InvalidParams, run_history.rs:35-37). Edge: the only other failure mode is an internal DB error mapped to HandlerError::Internal (run_history.rs:46-48). The `list_run_history_orders_by_recency_with_verbatim_kind` test confirms `limit=2` caps to 2 rows keeping the newest.",crates/core/src/runs/run_history.rs:13-63 | crates/core/src/protocol.rs:287-293 | apps/web/src/lib/hooks/useRunHistory.ts:12-25,db/mod.rs list_run_history capped read assertion; ui-sdk index.test.ts 'getRunHistory(limit) sends run/get_history with { limit }',implemented,pass,
F177,Run History & Activity,Feed refreshes after sending a message or retrying a run,the owner,the recent-runs feed to update after I send a message or retry a failed turn,the new/advanced run appears without a manual reload,"The feed is a one-shot read via TanStack Query under the `[""run-history""]` key (useRunHistory.ts:14-16), not a live stream. `ChatColumn` invalidates that query after every send path: `onSend` (both the existing-thread `send` and mint-on-send `sendNewThread` branches) awaits `queryClient.invalidateQueries({ queryKey: [""run-history""] })` (ChatColumn.tsx:278-280), and the `retry` path does the same after re-issuing a turn (ChatColumn.tsx:199-201). Invalidation triggers a refetch that re-reads `run/get_history`, so a send that births or advances a run surfaces in the feed. Edge: the parked-run e2e relies on reload rather than live push — the feed does not subscribe to the run stream, so an in-flight status change only appears after a refetch/reload (run-history-feed.spec.ts:152-163 reloads to re-read).","apps/web/src/components/ChatColumn.tsx:189-202,253-280 | apps/web/src/lib/hooks/useRunHistory.ts:12-25",run-history-feed.spec.ts parked-run DOM test (reload re-reads and shows 'Waiting'),implemented,pass,
F178,Run History & Activity,See a live tool-call activity row inside an assistant turn,the owner,"to see when the agent calls a tool, with a label and progress, inside the reply",I understand what the agent is doing mid-turn,"When a `tool_call` Run Event arrives (chat.ts:659-673), the store upserts a `tool_call` segment into the assistant message's ordered `segments[]` timeline: `started`→a `running` segment; a terminal status flips the matching segment in place by call id (upsertToolSegment, chat.ts:492-509). `AssistantBubble` folds consecutive tool_call segments into one `ToolActivity` render group via `toRenderGroups` (ChatColumn.tsx:399-416,444-450). `ToolActivity` renders a `<ul aria-label=""Tool activity"" aria-live=""polite"">` with one `<li data-testid=""tool-call"" data-status=...>` per group (ToolActivity.tsx:130-148). A running row shows the active-tense label, the tool glyph with a glow animation; a completed row shows the past-tense label with a Check (pop animation); the label/icon come from `presentation(name)`. Edge: while a tool is running and there's no text yet, the typing indicator is suppressed (`!toolRunning`, ChatColumn.tsx:430-432,468). Edge: empty toolCalls renders nothing (returns null, ToolActivity.tsx:135). The e2e asserts the row settles to `data-status=""completed""` with 'Read this thread' and 'read-only'.","apps/web/src/components/ToolActivity.tsx:129-223 | apps/web/src/store/chat.ts:659-673,492-509 | apps/web/src/components/ChatColumn.tsx:388-450","tool-activity.spec.ts 'a read_thread call renders a completed, read-only tool-activity row'",implemented,pass,
F179,Run History & Activity,"Tool rows show humanized labels, glyphs, and read-only chips per tool",the owner,"each tool's row to read in plain language with an appropriate icon, and to mark read-only tools",I can tell what the agent did and whether it could change anything,"`TOOL_PRESENTATION` (ToolActivity.tsx:21-39) maps known tools: read_thread→'Reading this thread'/'Read this thread'/BookOpen/access:read, search_entities→'Searching entities'/'Searched entities'/Search/access:read, load_skill→'Loading skill'/'Loaded skill'/Sparkles. Unknown tools fall back to a humanized label (underscores/dashes→spaces, capitalized) with the Wrench icon and no access tag (humanize + presentation, ToolActivity.tsx:41-52). A running row uses the active label; a settled row uses the done label (ToolActivity.tsx:155). Read-only access shows a '· read-only' chip, but only when not errored (`readOnly = access === 'read' && !errored`, ToolActivity.tsx:156,208-212). An errored row shows a 'failed' chip and AlertTriangle, styled with destructive tones (ToolActivity.tsx:153,188-189,213-217). A single screen-reader-only string announces state once (running/failed/done, plus arg phrase and ', read-only'), while visible labels are aria-hidden to avoid double-speak (ToolActivity.tsx:163-167,219-220).","apps/web/src/components/ToolActivity.tsx:13-52,150-223",tool-activity.spec.ts asserts 'Read this thread' + 'read-only'; ToolActivity.test.tsx grouped rendering,implemented,pass,
F180,Run History & Activity,Repeated tool calls collapse into one grouped row; errored calls break out,the owner,"repeated calls of the same tool shown as a single tidy row, with failures called out separately",the turn isn't cluttered and a failed call isn't buried among successes,"`groupToolCalls` (ToolActivity.tsx:76-127, ADR-0043) merges non-errored calls of the same tool name into one group (key `group:<name>`): args are trimmed, deduped, and joined in first-seen order; aggregate `status` is 'running' if ANY member is in flight, else the merged status. Each errored call breaks out into its own group (key = the call id) so the failed arg is never buried; groups are ordered by first occurrence, with an errored break-out at the position of its first errored call. Visible args are capped at MAX_VISIBLE_ARGS (3); extras fold into a `+N` overflow chip computed over the whole group (ToolActivity.tsx:54-55,118-124,157-161). The arg text renders as `· arg1, arg2, arg3 +N`. Edge: an argless tool yields a group with empty args (no arg text). Distinct tools stay in separate groups ordered by first occurrence. ToolActivity.test.tsx covers all these cases.","apps/web/src/components/ToolActivity.tsx:54-127,157-207",ToolActivity.test.tsx 'groupToolCalls' suite and 'ToolActivity grouped rendering' suite,implemented,pass,
F181,Run History & Activity,Running tool rows settle when the run ends,the owner,"a tool row that was still 'running' to resolve when the run finishes, errors, or is cancelled",I never see a tool stuck in-progress after the turn is over,"On a terminal Run Event the store settles any still-running tool_call segments: `done` (chat.ts:696-699) and `cancelled` (chat.ts:686-694) settle running tool segments to 'completed' via settleRunningToolSegments; `error` (chat.ts:675-684) settles them to 'error' and marks the message incomplete (settleRunningToolSegments(m.segments, ""error""), chat.ts:511-522). This covers the lost-boundary case where a tool's terminal `tool_call` event never arrived. Cancelled is terminal-but-not-a-failure (no `error` attached), so its tool rows settle to completed, not error. The aggregate group status then reflects the settled member statuses.","apps/web/src/store/chat.ts:511-522,675-699",none found (no dedicated e2e for cancel/error tool-settle; covered indirectly by store tests),implemented,verify,
F182,Run History & Activity,Tool-call activity survives a page reload,the owner,tool-activity rows to still be there after I refresh the page,the record of what the agent did isn't lost on reload,"Per ADR-0043 (superseded in part by ADR-0045), `thread/get` folds persisted tool calls into the ordered `MessageView.segments[]` as `tool_call` segments (excluding the Proposal tool call, and excluding `pending`/in-flight rows — only settled history rehydrates). On cold load the store reinitializes empty, and `hydrate.toSegment` (store/hydrate.ts:39-61) rebuilds each `tool_call` segment with a synthesized stable id `<messageId>:seg:<index>`, mapping wire status via `toToolCallStatus` (error→error, everything else→completed; a rehydrated call is never running; hydrate.ts:25-30). `AssistantBubble` renders the rehydrated segments through the SAME `toRenderGroups`+`ToolActivity` path as live, so live and reloaded render identically. The e2e drives a real read_thread call, waits for the turn to persist, cold-reloads the same `/thread/<id>` URL, and asserts exactly one `tool-call` row rehydrates with `data-status=""completed""` and 'Read this thread'.",apps/web/src/store/hydrate.ts:25-61 | apps/web/src/components/ChatColumn.tsx:399-450 | docs/adr/0043-tool-activity-rehydration.md:34-62,tool-activity-reload.spec.ts 'a tool-activity row survives a page reload',implemented,pass,
